A,nu,a,at,dt,dtt,taut,n_steps,arm,seed,A_hat,xc_hat,nu_hat,fit_rms,at_bound,l2_vs_exact,runtime_s
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,17,1.0001566690157413,2.002942708192835,0.5118487082249096,0.0020956706009154103,0,0.018600479717507588,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,17,0.9999268184096521,2.013576509183857,0.5070861785358245,0.0013158216647457678,0,0.0193588681208535,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,17,1.0005940332286432,2.032650397436617,0.5052678026133691,0.002168474179760971,0,0.03956938922219323,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,18,1.0002057469646963,2.019499115634985,0.5046603429206045,0.002153429293913996,0,0.025509029538190852,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,18,0.999940931159899,2.014628306791408,0.501640835552577,0.0018939304420741967,0,0.01940594864827199,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,18,1.000076247114337,2.0010182777625407,0.4999042711109849,0.0014198908565851269,0,0.007077566240198426,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,18,0.9997979914377109,2.0137036893028175,0.5047937185282323,0.0025645592037936513,0,0.02124197111942466,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,18,1.0002031709805355,2.00732430034401,0.5000497591004367,0.00260299034575099,0,0.015344627531511328,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,18,1.0003696568402758,1.9853149638215848,0.5033003280210768,0.001814269773746683,0,0.01951941111003891,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,18,1.0001653084385778,1.988668171687065,0.500788326188479,0.0013363590867105104,0,0.014665830424581883,0.23240308927571668
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,19,1.000140025443545,2.000001751200801,0.4981617996520084,0.0019264991246572653,0,0.009854571420719969,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,19,0.9999104369497815,1.9917353890039404,0.4948822133998972,0.002481592525391896,0,0.0167766146846009,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,19,1.0002710620534638,2.001048655321897,0.4984908348119076,0.0028124641186099996,0,0.014139392664795343,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,19,1.0001106817852743,2.0095018336077977,0.5083456344284363,0.0018078297000999081,0,0.01769412323472835,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,19,1.0004483947592098,2.001718372366192,0.5070295818686461,0.001930206631835577,0,0.012863474754106322,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,19,0.9999497346259925,2.0163306892790893,0.4998240824506269,0.0017753077180363006,0,0.02077649153704536,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,19,0.9999804774078408,2.0147713793075805,0.5076852608210646,0.0022877418971663406,0,0.022723956246109768,0.23491423214519663
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,20,0.9998706262851572,1.9970326679429187,0.5009414543643345,0.0018724301604959865,0,0.009937610706426942,0.2331069701384487
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,20,0.9999598448546897,1.997157944956108,0.5043033054401189,0.002198382076246864,0,0.012646500189624104,0.2331069701384487
